A股代码,证券简称,上市日期,总股本,流通股
600000,浦发银行,19991110,30497026000,30497026000
600004,白云机场,20030428,2366718300,2366718300
600006,东风股份,19990727,2000000000,2000000000
600007,中国国贸,19990312,1007282500,1007282500
600008,首创环保,20000427,7340590699,7340590699
600009,上海机场,19980218,2488481300,1918695900
600010,包钢股份,20010309,45288619300,31380798300
600011,华能国际,20011206,10997709900,10997709900
600012,皖通高速,20030107,1165600000,1165600000
600015,华夏银行,20030912,15914928500,15387224000
600016,民生银行,20001219,35462123200,35462123200
600017,日照港,20061017,3075653900,3075653900
600018,上港集团,20000719,23281365299,23214577799
600019,宝钢股份,20001212,21782084700,21782084700
600020,中原高速,20030808,2247371800,2247371800
600021,上海电力,20031029,2816743600,2816743600
600022,山东钢铁,20040629,10698849600,10698849600
600023,浙能电力,20131219,13408732700,13408732700
600025,华能水电,20171215,18000000000,18000000000
600026,中远海能,20020523,3474776400,3474776400
600027,华电国际,20050203,9189190800,8510327500
600028,中国石化,20010808,97232263100,94841824900
600029,南方航空,20030725,13476920700,12673349200
600030,中信证券,20030106,12200470000,12176551000
600031,三一重工,20030703,8474390000,8474390000
600032,浙江新能,20210525,2404675300,2404675300
600033,福建高速,20010209,2744400000,2744400000
600035,楚天高速,20040310,1610115900,1610115900
600036,招商银行,20020409,20628944400,20628944400
600037,歌华有线,20010208,1391777900,1391777900
600038,中直股份,20001218,819893200,668935200
600039,四川路桥,20030325,8710039500,6715566600
600048,保利发展,20060731,11970443400,11970443400
600050,中国联通,20021009,31264425299,30766826100
600051,宁波联合,19970410,310880000,310880000
600052,东望时代,19970415,844194700,844194700
600053,九鼎投资,19970418,433540800,433540800
600054,黄山旅游,19970506,729379400,729379400
600055,万东医疗,19970519,703061100,703061100
600056,中国医药,19970515,1495879700,1495351500
600057,厦门象屿,19970604,2806369699,2192510200
600058,五矿发展,19970528,1071910700,1071910700
600059,古越龙山,19970516,911542400,911542400
600060,海信视像,19970422,1304972300,1295094400
600061,国投资本,19970519,6393982700,6393982700
600062,华润双鹤,19970522,1038757500,1032630800
600063,皖维高新,19970528,2104618200,1925894700
600064,南京高科,19970506,1730339600,1730339600
600066,宇通客车,19970508,2213939200,2213939200
600067,冠城新材,19970508,1391668700,1391668700
600071,凤凰光学,19970528,281573900,281573900
600072,中船科技,19970603,1506521700,1083337300
600073,光明肉业,19970704,937729500,937729500
600075,新疆天业,19970617,1707363299,1707363299
600076,康欣新材,19970526,1344543400,1344543400
600078,澄星股份,19970627,662572899,662572899
600079,XD人福医,19970606,1632226000,1543178800
600080,金花股份,19970612,373270300,373270300
600081,东风科技,19970703,553026200,553026200
600082,海泰发展,19970620,646115800,634335400
600084,中信尼雅,19970711,1123726800,1123726800
600085,同仁堂,19970625,1371470300,1371470300
600088,中视传媒,19970616,397706400,397706400
600089,特变电工,19970618,5052792600,5052792600
600094,大名城,19970703,2364852000,2364852000
600095,湘财股份,19970708,2859187700,2859187700
600096,云天化,19970709,1822990700,1822990700
600097,开创国际,19970619,240936600,240936600
600098,广州发展,19970718,3506306900,3498750000
600099,林海股份,19970704,219120000,219120000
600100,同方股份,19970627,3350297700,3350297700
600101,明星电力,19970627,547862500,547862500
600103,青山纸业,19970703,2240826700,2212329000
600104,上汽集团,19971125,11575299400,11575299400
600105,永鼎股份,19970929,1461994800,1461994800
600106,重庆路桥,19970618,1329025100,1329025100
600107,ST尔雅,19971106,360000000,360000000
600108,亚盛集团,19970818,1946915100,1946915100
600109,国金证券,19970807,3712559500,3712559500
600110,诺德股份,19971007,1735180900,1735180900
600111,北方稀土,19970924,3615065800,3615065800
600113,浙江东日,19971021,421176700,411431200
600114,东睦股份,20040511,616383500,616383500
600115,中国东航,19971105,17114518799,17114518799
600116,三峡水利,19970804,1912142900,1912142900
600117,西宁特钢,19971015,3255114900,3255114900
600118,中国卫星,19970908,1182489100,1182489100
600119,长江投资,19980115,365270400,365270400
600120,浙江东方,19971201,3415381500,3415381500
600121,郑州煤电,19980107,1218412000,1218412000
600123,兰花科创,19981217,1473240000,1473240000
600125,铁龙物流,19980511,1305521900,1305521900
600126,杭钢股份,19980311,3377189099,3377189099
600127,金健米业,19980506,641783200,641783200
600128,苏豪弘业,19970901,246767500,246767500
600129,太极集团,19971118,556890700,556890700
600130,*ST波导,20000706,750000000,750000000
600131,国网信通,19980402,1199724400,1195905100
600132,重庆啤酒,19971030,483971200,483971200
600133,东湖高新,19980212,1066239900,1066239900
600135,乐凯胶片,19980122,553307100,553307100
600136,ST明诚,19980303,2040825900,1943089500
600137,浪莎股份,19980416,97217600,97217600
600138,中青旅,19971203,723840000,723840000
600141,兴发集团,19990616,1103256000,1103256000
600143,金发科技,20040623,2636612700,2597225600
600148,长春一东,19980520,141516500,141516500
600149,廊坊发展,19991014,380160000,380160000
600150,中国船舶,19980520,4472428800,4472428800
600151,航天机电,19980605,1434252300,1434252300
600152,维科技术,19980609,529079400,529079400
600153,建发股份,19980616,2899538600,2899538600
600155,华创云信,19980918,2213542500,2213542500
600156,华升股份,19980527,402110700,402110700
600157,永泰能源,19980513,21817764100,21817764100
600158,中体产业,19980327,959513100,959513100
600159,大龙地产,19980526,830003200,830003200
600160,巨化股份,19980626,2699746100,2699746100
600161,天坛生物,19980616,1977371400,1977371400
600162,香江控股,19980609,3268438100,3268438100
600163,中闽能源,19980602,1902996099,1902996099
600165,ST宁科,19980529,684883800,684883800
600166,福田汽车,19980602,7917400400,6488828900
600167,联美控股,19990128,2262840500,2262840500
600168,武汉控股,19980427,993397600,993397600
600169,太原重工,19980904,3347103200,3333141500
600170,上海建工,19980623,8885939700,8885939700
600171,上海贝岭,19980924,708923300,708923300
600172,黄河旋风,19981126,1442184500,1276255800
600173,卧龙新能,19990415,700506200,700416200
600176,中国巨石,19990422,4003136700,4003136700
600177,雅戈尔,19981119,4623441900,4623441900
600178,东安动力,19981014,466476200,466476200
600179,安通控股,19981104,4231527000,3744236500
600180,瑞茂通,19980703,1086627500,1086627500
600182,S佳通,19990507,340000000,170000000
600183,生益科技,19981028,2429262900,2394501500
600184,光电股份,20031106,582727500,508760800
600185,珠免集团,19990611,1885005799,1885005799
600186,莲花控股,19980825,1794002100,1786710400
600187,国中水务,19981111,1613781099,1613781099
600188,兖矿能源,19980701,5961980500,5923911100
600189,泉阳泉,19981007,715197800,715197800
600191,华资实业,19981210,484932000,484932000
600192,长城电工,19981224,441748000,441748000
600193,*ST创兴,19990527,425373000,425373000
600195,中牧股份,19990107,1021148300,1021148300
600196,复星医药,19980807,2118488800,2118488800
600197,伊力特,19990916,473174700,473174700
600198,大唐电信,19981021,1303603500,1301949800
600199,金种子酒,19980812,657796799,657796799
600200,*ST苏吴,19990401,710879500,710879500
600201,生物股份,19990115,1111747800,1111747800
600202,哈空调,19990603,383340700,383340700
600203,福日电子,19990514,592988100,592988100
600206,有研新材,19990319,846553300,846553300
600207,安彩高科,19990714,1089312600,1089312600
600208,衢州发展,19990623,8508940800,8507976300
600210,紫江企业,19990824,1516736200,1516736200
600211,西藏药业,19990721,322319200,322319200
600212,绿能慧充,19990817,704267200,514817200
600215,派斯林,19990909,462995400,456882900
600216,浙江医药,19991021,961637800,961633500
600217,中再资环,19991216,1657653700,1657653700
600218,全柴动力,19981203,435599900,435599900
600219,南山铝业,19991223,11613670800,11613670800
600221,海航控股,19991125,43215632500,33242123100
600222,太龙药业,19991105,573886300,573886300
600223,福瑞达,20000113,1016568800,1016568800
600226,亨通股份,19991116,2974381200,2974381200
600227,赤天化,20000221,1688727700,1277599800
600228,*ST返利,19990119,417012400,416037200
600229,城市传媒,20000309,660707800,660707800
600230,沧州大化,20000406,413961000,413961000
600231,凌钢股份,20000511,2852177300,2819197300
600232,金鹰股份,20000602,364718500,364718500
600233,圆通速递,20000608,3421138100,3421138100
600234,科新发展,20000615,262521000,262521000
600235,民丰特纸,20000615,351300000,351300000
600236,桂冠电力,20000323,7882377800,7882377800
600237,铜峰电子,20000609,630709200,621676200
600238,*ST椰岛,20000120,448200000,445001600
600239,云南城投,19991202,1605686900,1605686900
600241,时代万恒,20001128,294302100,294302100
600243,*ST海华,20001120,438850000,438850000
600246,万通发展,20000922,1890412500,1890412500
600248,陕建股份,20000622,3739735300,3705739300
600249,两面针,20040130,550000000,550000000
600250,南京商旅,20010306,310593900,310593900
600251,冠农股份,20030609,776993600,776993600
600252,中恒集团,20001130,3313345600,3302280300
600255,鑫科材料,20001122,1806147000,1806147000
600256,广汇能源,20000526,6392003000,6392003000
600257,大湖股份,20000612,481237200,481237200
600258,首旅酒店,20000601,1116603100,1116603100
600259,广晟有色,20000525,336435899,336435899
600261,阳光照明,20000720,1335053000,1335053000
600262,北方股份,20000630,170000000,170000000
600265,ST景谷,20000825,129800000,129800000
600266,城建发展,19990203,2075743500,2075743500
600267,海正药业,20000725,1198848200,1198188900
600268,国电南自,19991118,1015870800,1010742800
600269,赣粤高速,20000518,2335407000,2335407000
600271,航天信息,20030711,1852884600,1852884600
600272,开开实业,20010228,262651900,240000000
600273,嘉化能源,20030627,1356879500,1356879500
600276,恒瑞医药,20001018,6379002300,6379002300
600278,东方创业,20000712,877143700,871915600
600279,重庆港,20000731,1186866300,1186866300
600280,中央商场,20000926,1128334800,1128334800
600281,华阳新材,20001109,514402000,514402000
600282,南钢股份,20000919,6165091000,6165091000
600283,钱江水利,20001018,560824900,544167200
600284,浦东建设,20040316,970256000,970256000
600285,羚锐制药,20001018,567115500,565865500
600287,江苏舜天,20000901,438848000,436796100
600288,大恒科技,20001129,436800000,436800000
600289,ST信通,20000720,631052100,565922700
600292,远达环保,20001101,780816900,780816900
600293,三峡新材,20000919,1160145000,1160145000
600295,鄂尔多斯,20010426,2798776300,2798776300
600298,安琪酵母,20000818,868138500,857150500
600299,安迪苏,20000420,2681901300,2681901300
600300,维维股份,20000630,1617142200,1617142200
600301,华锡有色,20000712,632567500,275335700
600302,标准股份,20001213,346009800,346009800
600303,曙光股份,20001226,683604200,675604200
600305,恒顺醋业,20010206,1106471500,1102988200
600307,酒钢宏兴,20001220,6263357400,6263357400
600308,华泰股份,20000928,1516870200,1516870200
600309,万华化学,20010105,3130471599,3130471599
600310,广西能源,20010228,1465710700,1465710700
600312,平高电气,20010221,1356921300,1356921300
600313,农发种业,20010119,1082198700,1082198700
600315,上海家化,20010315,672226000,672226000
600316,洪都航空,20001215,717114500,717114500
600318,新力金融,20001208,512727600,512727600
600319,亚星化学,20010326,387709400,315594000
600320,振华重工,20001221,5268353500,5268353500
600322,津投城开,20010910,1105700000,1105700000
600323,瀚蓝环境,20001225,815347100,815347100
600325,华发股份,20040225,2752152100,2752152100
600326,西藏天路,20010116,1335475900,1334625000
600327,大东方,20020625,884779500,884779500
600328,中盐化工,20001222,1466309500,1466309500
600329,达仁堂,20010606,570094400,567089400
600330,天通股份,20010118,1233434400,1233434400
600331,宏达股份,20011220,2641600000,2032000000
600332,白云山,20010206,1405890900,1405890900
600333,长春燃气,20001211,609030700,609030700
600335,国机汽车,20010305,1495788700,1495788700
600336,澳柯玛,20001229,798014800,798014800
600337,美克家居,20001127,1436998100,1436998100
600338,西藏珠峰,20001227,914210200,914210200
600339,中油工程,20001225,5583147500,5583147500
600340,华夏幸福,20031230,3913720300,3893355100
600343,航天动力,20030408,638206300,638206300
600345,长江通信,20001222,329612100,211559300
600346,恒力石化,20010820,7039099800,7039099800
600348,华阳股份,20030821,3607500000,3607500000
600350,山东高速,20020318,4834570800,4834570800
600351,亚宝药业,20020926,700000000,700000000
600352,浙江龙盛,20030801,3253331900,3253331900
600353,旭光电子,20021120,829976200,828811200
600354,敦煌种业,20040115,527802100,527802100
600355,*ST精伦,20020613,492089200,492089200
600356,恒丰纸业,20010419,298731400,298731400
600358,ST联合,20000922,504936700,504936700
600359,新农开发,19990429,381512800,381512800
600360,*ST华微,20010316,960295300,960295300
600361,创新新材,20011129,4107435900,1667006800
600362,江西铜业,20020111,2075247400,2075247400
600363,联创光电,20010329,453514500,453514500
600365,ST通葡,20010115,427280000,427280000
600366,宁波韵升,20001030,1099041100,1063042000
600367,红星发展,20010320,341130899,321973200
600368,五洲交通,20001221,1609653900,1609653900
600369,西南证券,20010109,6645109100,6645109100
600370,三房巷,20030306,3896632400,3896632400
600371,万向德农,20020916,292578000,292578000
600372,中航机载,20010706,4838896600,4838896600
600373,中文传媒,20020304,1367505100,1347358700
600375,汉马科技,20030401,1603071400,1087685800
600376,首开股份,20010312,2579565200,2579565200
600377,宁沪高速,20010116,3815747500,3802183000
600378,昊华科技,20010111,1289999600,1072565399
600379,宝光股份,20020116,330201600,330201600
600380,健康元,20010608,1829453400,1829453400
600381,*ST春天,20010508,587060700,587060700
600382,广东明珠,20010118,694408100,694408100
600383,金地集团,20010412,4514583600,4514583600
600386,北巴传媒,20010216,806400000,806400000
600388,龙净环保,20001229,1270046300,1270046300
600389,江山股份,20010110,430650000,430650000
600390,五矿资本,20010115,4498065500,4498065500
600391,航发科技,20011212,330129400,330129400
600392,盛和资源,20030529,1752826600,1752826600
600395,盘江股份,20010531,2146624900,2146624900
600396,华电辽能,20010328,1472706800,1472706800
600397,安源煤业,20020702,989959900,989959900
600398,海澜之家,20001228,4802770300,4802770300
600399,抚顺特钢,20001229,1972100000,1972100000
600400,红豆股份,20010108,2291371900,2291371900
600403,大有能源,20031009,2390812400,2390812400
600405,动力源,20040401,612829600,610119400
600406,国电南瑞,20031016,8032088300,7996324800
600408,安泰集团,20030212,1006800000,1006800000
600409,三友化工,20030618,2064349400,2064349400
600410,华胜天成,20040427,1096494700,1096494700
600415,小商品城,20020509,5483645900,5482860500
600416,湘电股份,20020718,1325406400,1325406400
600418,江淮汽车,20010824,2184009800,2184009800
600419,天润乳业,20010628,315507000,315507000
600420,国药现代,20040616,1341172700,1341172700
600421,*ST华嵘,20040607,195600000,195600000
600422,昆药集团,20001206,756975800,756975800
600423,柳化股份,20030717,798695000,798695000
600425,青松建化,20030724,1604703700,1378790100
600426,华鲁恒升,20020620,2123220000,2119176600
600428,XD中远海,20020418,2743920400,2146650799
600429,三元股份,20030915,1509176000,1497557400
600433,冠豪高新,20030619,1750279200,1750279200
600435,北方导航,20030704,1511138000,1511138000
600436,片仔癀,20030616,603317200,603317200
600438,通威股份,20040302,4501988800,4501988800
600439,瑞贝卡,20030710,1131985400,1131985400
600444,国机通用,20040219,146421900,146421900
600446,金证股份,20031224,946275000,946275000
600448,华纺股份,20010903,629819700,629819700
600449,宁夏建材,20030829,478181000,478181000
600452,涪陵电力,20040303,1536541700,1536541700
600455,博通股份,20040329,62458000,62458000
600456,宝钛股份,20020412,477777500,477777500
600458,时代新材,20021219,931180500,809749299
600459,贵研铂业,20030516,760295000,753839600
600460,士兰微,20030311,1664071800,1664071800
600461,洪城环境,20040601,1284155200,1284155200
600463,空港股份,20040318,300000000,300000000
600467,好当家,20040405,1460994300,1460994300
600468,百利电气,20010615,1087735300,1087735300
600469,风神股份,20031021,729450900,729450900
600470,六国化工,20040305,521600000,521600000
600475,华光环能,20030721,955965700,942885700
600476,湘邮科技,20031210,161070000,161070000
600477,杭萧钢构,20031110,2368966200,2368966200
600478,科力远,20030918,1665540900,1665540900
600479,千金药业,20040312,418507100,418507100
600480,凌云股份,20030815,1222360500,1204162000
600481,双良节能,20030422,1873770600,1873770600
600482,中国动力,20040714,2253488900,2253488900
600483,福能股份,20040531,2780137800,2780137800
600486,扬农化工,20020425,405398900,403988700
600487,亨通光电,20030822,2466734700,2445181100
600488,津药药业,20010618,1091886700,1091886700
600489,中金黄金,20030814,4847312600,4847312600
600490,鹏欣资源,20030626,2212887100,1992621400
600491,龙元建设,20040524,1529758000,1529758000
600493,凤竹纺织,20040421,272000000,272000000
600495,晋西车轴,20040526,1208190900,1208190900
600496,精工钢构,20020605,1990124300,1990124300
600497,驰宏锌锗,20040420,5040380500,5040380500
600498,烽火通信,20010823,1184475400,1166590700
600499,科达制造,20021010,1917856400,1917856400
600500,中化国际,20000301,3588523600,3586722800
600501,航天晨光,20010615,431208000,427702200
600502,安徽建工,20030415,1716533900,1716533900
600503,华丽家族,20020709,1602290000,1602290000
600505,西昌电力,20020530,364567500,364567500
600506,统一股份,20011226,192018900,147706900
600507,方大特钢,20030930,2313187900,2313187900
600508,上海能源,20010829,722718000,722718000
600509,天富能源,20020228,1374397400,1374397400
600510,黑牡丹,20020618,1032025500,1032025500
600511,国药股份,20021127,754503000,553346400
600512,腾达建设,20021226,1593811000,1587405200
600513,联环药业,20030319,285456300,285456300
600515,海南机场,20020806,11425309600,9176012500
600516,方大炭素,20020830,4025970400,4025970400
600517,国网英大,20031010,5718435699,5718435699
600518,康美药业,20010319,13828896700,13822352200
600519,贵州茅台,20010827,1256197800,1256197800
600520,三佳科技,20020108,158430000,158430000
600521,华海药业,20030304,1497251099,1456098800
600522,中天科技,20021024,3412949699,3412949699
600523,贵航股份,20011227,404311300,404044600
600525,ST长园,20021202,1318780200,1318780200
600526,菲达环保,20020722,889703100,711626100
600527,江南高纤,20031127,1731760900,1731760900
600528,中铁工业,20010528,2221551600,2221551600
600529,山东药玻,20020603,663614100,663614100
600530,交大昂立,20010702,774920000,774920000
600531,豫光金铅,20020730,1090259700,1090259700
600533,栖霞建设,20020328,1050000000,1050000000
600535,天士力,20020823,1493950000,1493950000
600536,中国软件,20020517,933786600,843655900
600537,亿晶光电,20030123,1183715000,1183715000
600538,国发股份,20030114,524198300,524198300
600539,狮头股份,20010824,230000000,230000000
600540,新赛股份,20040107,581377000,581377000
600543,莫高股份,20040324,321120000,321120000
600545,卓郎智能,20031203,1787912200,1787912200
600546,山煤国际,20030731,1982456099,1982456099
600547,山东黄金,20030828,3614443300,3614443300
600548,深高速,20011225,1790356099,1433270300
600549,厦门钨业,20021107,1587585799,1553932000
600550,保变电气,20010228,1841528500,1841528500
600551,时代出版,20020905,678055200,678055200
600552,凯盛科技,20021108,944606900,944606900
600556,天下秀,20010807,1807747600,1807747600
600557,康缘药业,20020918,566158800,566158800
600558,大西洋,20010227,897604800,897604800
600559,老白干酒,20021029,914747400,909509400
600560,金自天正,20020919,223645500,223645500
600561,江西长运,20020716,284476800,284476800
600562,国睿科技,20030128,1241857800,1241857800
600563,法拉电子,20021210,225000000,225000000
600566,济川药业,20010822,920660700,915748200
600567,山鹰国际,20011218,5615308800,5615308800
600568,ST中珠,20010518,1992869700,1669067300
600569,安阳钢铁,20010820,2872421400,2872421400
600570,恒生电子,20031216,1891767500,1891767500
600571,信雅达,20021101,466318300,457751700
600572,康恩贝,20040412,2524267400,2517525500
600573,惠泉啤酒,20030226,250000000,250000000
600575,淮河能源,20030328,3886261100,3886261100
600576,祥源文旅,20030220,1054548400,660390100
600577,精达股份,20020911,2149179100,2149179100
600578,京能电力,20020510,6694621000,6694621000
600579,中化装备,20020809,494712400,494712400
600580,卧龙电驱,20020606,1562117500,1562117500
600581,八一钢铁,20020816,1538691500,1532897900
600582,天地科技,20020515,4138588900,4138588900
600583,海油工程,20020205,4421354800,4421354800
600584,长电科技,20030603,1789414600,1789414600
600585,海螺水泥,20020207,3999702600,3999702600
600586,金晶科技,20020815,1417337700,1417337700
600587,新华医疗,20020927,606677900,604362000
600588,用友网络,20010518,3416997400,3416997400
600589,大位科技,20010612,1484669900,1478469900
600590,泰豪科技,20020703,852869800,843569500
600592,龙溪股份,20020805,399553600,399553600
600593,大连圣亚,20020711,128800000,128800000
600594,益佰制药,20040323,791927400,791927400
600595,中孚实业,20020626,4007905100,4007905100
600596,新安股份,20010906,1349597000,1349597000
600597,光明乳业,20020828,1378473800,1378455400
600598,北大荒,20020329,1777679900,1777679900
600599,*ST熊猫,20010828,166000000,166000000
600600,青岛啤酒,19930827,709127600,709125900
600601,方正科技,19901219,4273742900,4170293300
600602,云赛智联,19901219,1367673500,1367673500
600603,ST广物,19920113,1193329200,1193329200
600604,市北高新,19920327,1873304800,1873304800
600605,汇通能源,19920327,206282400,206282400
600606,绿地控股,19920327,14054218300,14054218300
600608,*ST沪科,19920327,328861400,318371400
600609,金杯汽车,19920724,1304558600,1304558600
600610,中毅达,19920805,1071274600,1069086700
600611,大众交通,19920807,2364122900,2364122900
600612,老凤祥,19920814,523117800,523117800
600613,神奇制药,19920820,534071600,534071600
600615,丰华股份,19920910,225624600,225149400
600616,金枫酒业,19920929,669005000,669005000
600617,国新能源,19921013,1929191800,1929191800
600618,氯碱化工,19921113,1156400000,1156400000
600619,海立股份,19921116,1073344400,1073344400
600620,天宸股份,19921117,686677100,686677100
600621,华鑫股份,19921202,1060899299,1060899299
600622,光大嘉宝,19921203,1499685400,1499685400
600623,华谊集团,19921204,2122831300,2114942000
600624,复旦复华,19930105,679346900,679346900
600626,申达股份,19930107,1320744700,1107978700
600628,新世界,19930119,646875400,646875400
600629,华建集团,19930209,970338700,953117100
600630,龙头股份,19930209,424861600,424861600
600633,浙数文化,19930304,1268074500,1268074500
600635,大众公用,19930304,2418791700,2418791700
600636,*ST国化,19930316,438636800,438636800
600637,东方明珠,19930316,3361899800,3361899800
600638,新黄浦,19930326,673396799,673396799
600639,浦东金桥,19930326,1122412900,1122412900
600640,国脉文化,19930407,795695900,795695900
600641,万业企业,19930407,930629900,930629900
600642,申能股份,19930416,4894094700,4879040500
600643,爱建集团,19930426,1593170799,1590351700
600644,乐山电力,19930426,578320800,538400700
600645,中源协和,19930504,467948900,467770199
600648,外高桥,19930504,1359912200,1135349100
600649,城投控股,19930518,2504500800,2504500800
600650,锦江在线,19930607,551610100,551610100
600651,飞乐音响,19901219,2507028000,2507028000
600653,申华控股,19901219,1946380300,1946380300
600654,中安科,19901219,2876607600,2315511700
600655,豫园股份,19920902,3896943600,3889846300
600657,信达地产,19930524,2851878600,2851878600
600658,电子城,19930524,1118585000,1118585000
600660,福耀玻璃,19930610,2002986300,2002986300
600661,昂立教育,19930614,286548800,286548800
600662,外服控股,19930614,2283496500,2270080700
600663,陆家嘴,19930628,5035153700,4256419699
600664,哈药股份,19930629,2518509900,2518509900
600665,天地源,19930709,864122500,864122500
600666,奥瑞德,19930712,2763512800,2419752900
600667,太极实业,19930728,2106190200,2106190200
600668,尖峰集团,19930728,412900600,412900600
600671,天目药业,19930823,121778900,121720500
600673,东阳光,19930917,3009555100,3001557900
600674,川投能源,19930924,4874606800,4874606800
600675,中华企业,19930924,6046135300,6046135300
600676,交运股份,19930928,1028492899,1028492899
600678,四川金顶,19931008,348990000,348990000
600679,上海凤凰,19931008,515294300,515294300
600681,百川能源,19931018,1340854800,1339808800
600682,南京新百,19931018,1346132200,1165060300
600683,京投发展,19931025,740777600,740777600
600684,珠江股份,19931028,853460700,853460700
600685,中船防务,19931028,821435200,821435200
600686,金龙汽车,19931108,717047400,717047400
600688,上海石化,19931108,7328813500,7328813500
600689,上海三毛,19931108,200991300,200991300
600690,海尔智家,19931119,6254501100,6254501100
600691,阳煤化工,19931119,2375982000,2375586000
600692,亚通股份,19931119,351764100,255010500
600693,东百集团,19931122,869846200,868952800
600694,大商股份,19931122,347767800,344357800
600696,*ST岩石,19931206,334469400,334469400
600697,欧亚集团,19931206,159088100,155376000
600698,湖南天雁,19931206,1068637700,1060345300
600699,均胜电子,19931206,1395670600,1355053599
600702,舍得酒业,19960524,333122400,332618900
600703,三安光电,19960528,4989018700,4989018700
600704,物产中大,19960606,5171179900,5171179900
600706,曲江文旅,19960516,255059800,254030200
600707,彩虹股份,19960520,3588389699,3587669699
600708,光明地产,19960606,2228636700,2225277800
600710,苏美达,19960701,1306749400,1306749400
600711,盛屯矿业,19960531,3090611599,3090611599
600712,南宁百货,19960626,544655400,538648400
600713,南京医药,19960701,1308928100,1286903300
600714,金瑞矿业,19960606,288176300,288176300
600715,文投控股,19960701,4059853500,2662372199
600716,凤凰股份,19960702,936060600,936060600
600717,天津港,19960614,2894001000,2894001000
600718,东软集团,19960618,1190185200,1190185200
600719,大连热电,19960716,404599600,404599600
600720,中交设计,19960716,2294595600,1009049800
600721,百花医药,19960626,384547600,384547600
600722,金牛化工,19960626,680319700,680319700
600724,宁波富达,19960716,1445241099,1444942700
600725,云维股份,19960702,1232470000,1232470000
600726,华电能源,19960701,7907336200,3179344800
600727,鲁北化工,19960702,528583100,528523100
600728,佳都科技,19960716,2132599300,2132599300
600729,重庆百货,19960702,440475600,191212300
600730,中国高科,19960726,586656000,586656000
600731,湖南海利,19960802,558742400,557982700
600732,爱旭股份,19960816,1826310600,1585317200
600733,北汽蓝谷,19960816,5573503199,4885096900
